sku,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.country_of_origin,fields.import_description,fields.assembly_details,fields.frame_color,fields.material_frame,fields.targeted_audience,fields.subtype,fields.maximum_seating_capacity,fields.number_of_piece,fields.seat_depth,fields.seat_height_floor_to_set_top,fields.seat_width,fields.target_listing_action,fields.target_posting_template,fields.warranty,fields.target_sku,fields.cushion_type,fields.arm_type,fields.cushion_textiles_1,fields.maximum_set_seating_capacity,fields.seating_piece_1_depth,fields.seating_piece_1_height,fields.seating_piece_1_seat_depth,fields.seating_piece_1_type,fields.seating_piece_1_weight,fields.seating_piece_1_width,fields.shape,fields.tabletop_thickness,fields.material_textile_1,fields.pattern_group,fields.seat_back_height,fields.upholstery,fields.material_furniture_hardware,fields.cushion_material_fill_1,fields.seating_piece_1_material_seat,fields.seating_piece_1_seat_back_height,fields.battery_1_information,fields.capacity_volume,fields.care_and_cleaning,fields.pet_type,fields.base_height,fields.base_length,fields.base_width,fields.base_weight,fields.maximum_pole_diameter_accommodated,fields.base_weight_approximate_when_filled,fields.fillable_base,fields.power_source,fields.closure_type,fields.material_fill_1,fields.seat_cushion_depth,fields.seat_cushion_thickness,fields.seat_cushion_width,fields.height_adjustability,fields.seat_height_maximum_floor_to_seat_top,fields.seat_height_minimum_floor_to_seat_top,fields.includes,fields.pole_diameter,fields.pole_height,fields.umbrella_lift_type,fields.umbrella_shade_color,fields.umbrella_weight,fields.umbrella_width,fields.ligthed,fields.umbrella_length,fields.umbrella_tilt,fields.lighted,fields.number_of_settings,fields.heat_coverage,fields.maximum_heat_output,fields.extension_table,fields.table_base_style,fields.table_piece_1_number_of_seats_accommodated,fields.table_piece_1_floor_to_apron_height,fields.table_piece_1_height,fields.table_piece_1_length,fields.table_piece_1_weight,fields.table_piece_1_width,fields.number_of_seats_accommodated,fields.material_surface,fields.floor_to_apron_height,fields.pet_lifestage,fields.protective_qualities,fields.table_piece_1_type,fields.seat_or_cushion_color,fields.required_not_included,fields.material_fill_percentage_1,fields.seat_back_width,fields.material_tabletop,options.0,options.1
variant-411,WestinTrends Tuscany HIPS Outdoor Patio Folding Adirondack Chair (Set of 2),WestinTrends,"Bring the great outdoors to your backyard with these quaint and rustic folding Adirondack seashell chairs. Charming mid-west farmhouse design that brings the homestead to you and is perfect for comfort with the spacious contoured seat, curved seashell backrest, and wide armrest. Sit down with reassurance that the chair will stay perfect each season, thanks to the durable HIPS (Polystyrene) plastic that is an all-weather-resistant material that is perfect for withstanding the outdoor weather like the harsh sun, strong winds, and snow. The material also has a smooth wood grain texture that mimics that of natural wood for a perfect outdoor aesthetic. Designed to last with durable construction that prevents cracks, chips, or peeling.",,,Set Includes: Two (2) Tuscany Chairs.,Optimized storage capability with effortless folding feature for convenient storage.,"This product's all-weather and uv-resistant construction ensures it withstands sun exposure, snow, rain, and wet rot","Tall, curved, seashell backrest, wide sloped seat base, and  armrests enhance comfort for prolonged lounging",,,imported,"Adult Assembly Required, Tools Provided",,Polystyrene,Adult,Patio Lounge Sets,2,2,20,15.4,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,20,15.4,20,Adirondack chair,39.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Adirondack Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-416,WestinTrends 3-Piece Outdoor Wicker Chaise Lounge Set with Side Table,WestinTrends,"Lay back and soak up the sun with this beautiful and durable weather-resistant reclining chaise lounge. Made with high-quality wicker material, which increases its durability and is resistant to UV radiation, water, and the elements of the outdoors.",,,"Set includes: Two (2) chaise lounges, one (1) side table.",Six adjustable backrest positions to provide extra comfort.,Powder coated steel frame to avoid rust,Tempered table glass with non-slip suction cups,Limited 30-Day warranty,,imported,"Adult Assembly Required, Tools Provided",,Wicker,Adult (18 Years and Up),Patio Lounge Sets,2,3,76.8,12.8,27.5,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,76.8,12.8,76.8,Patio Chaise Lounge,98,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Chaise Lounges,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-421,WestinTrends Outdoor Wicker Chaise Lounge for Patio Garden Pool (Set of 2),WestinTrends,Sit comfortably under the sun with this Set of 2 Rattan Wicker Outdoor Chaise Lounges. An ideal outdoor lounge chair for sitting poolside with friends or family. Made with durable rust resistant steel frame and weather resistant PE Rattan Wicker. A must have option for patio seating and lounging.,,,Made with Weather and UV Resistant Materials.,Six adjustable backrest positions to provide extra comfort.,"Resistant to Rain, Water, Sun, Wind, Dust",Durable Steel Frame Construction,Limited 30-Day warranty,,imported,"Adult Assembly Required, Tools Provided",,Wicker,Adult (18 Years and Up),Chaise Lounges,2,2,78.7,25.6,18.5,FULL,Patio Chaise Lounges,30 Day Limited Warranty,,,,,,,,,,,,,,,,,,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-426,WestinTrends All Weather Wicker Outdoor Patio Chaise Lounge with Cushion (Set of 2),WestinTrends,Sit comfortably under the sun with this Set of 2 Wicker Outdoor Chaise Lounges. An ideal outdoor lounge chair for sitting poolside with friends or family. Made with durable rust resistant steel frame and weather resistant PE Rattan Wicker. A must have option for patio seating and lounging.,,,Made with Weather and UV Resistant Materials.,"Set Includes: Two (2) Outdoor Chaise Lounge, Two (2) Chaise Lounge Cushions.",Comfortable Thick Cushion,Durable Steel Frame Construction,Limited 30-Day warranty,,imported,"Adult Assembly Required, Tools Provided",,Wicker,Adult (18 Years and Up),Chaise Lounges,2,2,78.7,25.6,18.5,FULL,Patio Chaise Lounges,30 Day Limited Warranty,,,,,,,,,,,,,,,,,,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-431,WestinTrends Poly Reclining Outdoor Patio Chaise Lounge Chair Adjustable,WestinTrends,"Lay back and soak up the sun with this durable weather-resistant reclining chaise lounge. Made with high-quality HDPE material, which is resistant to UV radiation, water, and the elements of the outdoors. Thanks to its reclinable design, you can  place the chair in any position.",,,Order includes: One (1) Outdoor Lounge Chair,"Chair Dimension: 22.8"" W x 78.2"" D x 38"" H. Seat Width: 21"". Chair Weight: 66 LBS. Chair Weight Capacity: 330 LBS","Chair Type: Outdoor Chaise Lounge. Materials: Weather-resistant HDPE Plastic, Rust Resistant Hardware.","Backrest can be adjusted in 5 different positions for the perfect seat. The chaise lounges can be folded flat, and the handle on the headrest makes it simple to move the chairs and store them away.","Simple assembly required and easy maintains. Sturdy construction that is solid and long-lasting. Durable HDPE material ensures no peels, crack, chips, or rotting.",,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Chaise Lounges,1,1,46.5,11.8,22.8,FULL,Patio Chaise Lounges,30 Day Limited Warranty,,,,,,,,,,,,,,,,,,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-436,WestinTrends Poly Reclining Outdoor Patio Chaise Lounge Chair Adjustable (Set of 2),WestinTrends,"Sit out and relax in the sun with this 2-piece chaise lounge set. The armless design makes it more spacious, and the adjustable back lets you change the position from reclined to lying down with ease. The all-weather HDPE material will look great all year and is sure to spruce up your backyard.",,,Set includes: Two (2) Lounge Chairs,"Chair Dimension: 22.8"" W x 78.2"" D x 38"" H. Seat Width: 21"". Chair Weight: 66 LBS. Chair Weight Capacity: 330 LBS","Chair Type: Outdoor Chaise Lounge. Materials: Weather-resistant HDPE Plastic, Rust Resistant Hardware.","Backrest can be adjusted in 5 different positions for the perfect seat. The chaise lounges can be folded flat, and the handle on the headrest makes it simple to move the chairs and store them away.","Simple assembly required and easy maintains. Sturdy construction that is solid and long-lasting. Durable HDPE material ensures no peels, crack, chips, or rotting.",,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Chaise Lounges,2,2,46.5,11.8,22.8,FULL,Patio Chaise Lounges,30 Day Limited Warranty,,,,,,,,,,,,,,,,,,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-441,WestinTrends 3 Pieces Poly Outdoor Patio Chaise Lounge Chair with Side Table Set,WestinTrends,"Sit out and relax in the sun with this 3-piece chaise lounge and side table set. The armless design makes it more spacious, and the adjustable back lets you change the position from reclined to lying down. The all-weather HDPE material will look great all year and is sure to spruce up your backyard.",,,Set includes: Two (2) Lounge Chairs and one (1) Side Table,"Chair Dimension: 22.8"" W x 78.2"" D x 38"" H. Seat Width: 21"". Chair Weight: 66 LBS. Chair Weight Capacity: 330 LBS","Side Table Dimension: 14"" W x 14"" D x 18.3"" H. Side Table Weight: 9 LBS. Side Table Weight Capacity: 180 LBS.","Backrest can be adjusted in 5 different positions for the perfect seat. The chaise lounges can be folded flat, and the handle on the headrest makes it simple to move the chairs or store them away.","Simple assembly required and easy maintains. Sturdy construction that is solid and long-lasting. Durable HDPE material ensures no peels, crack, chips, or rotting.",,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Lounge Sets,2,3,46.5,11.8,22.8,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,46.5,11.8,46.5,Patio Chaise Lounge,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Chaise Lounges,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-446,WestinTrends 2 Pieces Poly Outdoor Patio Chaise Lounge Chair with Side Table Set,WestinTrends,"Sit out and relax in the sun with this 2-piece chaise lounge and side table set. The armless design makes it more spacious, and the adjustable back lets you change the position from reclined to lying down. The all-weather HDPE material will look great all year and is sure to spruce up your backyard.",,,Set includes: One (1) Lounge Chair and one (1) Side Table,"Chair Dimension: 22.8"" W x 78.2"" D x 38"" H. Seat Width: 21"". Chair Weight: 66 LBS. Chair Weight Capacity: 330 LBS","Side Table Dimension: 14"" W x 14"" D x 18.3"" H. Side Table Weight: 9 LBS. Side Table Weight Capacity: 180 LBS.","Backrest can be adjusted in 5 different positions for the perfect seat. The chaise lounges can be folded flat, and the handle on the headrest makes it simple to move the chairs and store them away.","Simple assembly required and easy maintains. Sturdy construction that is solid and long-lasting. Durable HDPE material ensures no peels, crack, chips, or rotting.",,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Lounge Sets,1,2,46.5,11.8,22.8,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,46.5,11.8,46.5,Patio Chaise Lounge,75,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Chaise Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-451,WestinTrends Adirondack Outdoor Chaise Lounge for Patio Garden Poolside,WestinTrends,"Lay back and soak up the sun with this weather-resistant reclining chaise lounge chair. Made with HDPE material, which increases its durability and is resistant to UV radiation, water, and the elements of the outdoors. The handle in the headrest makes it simple to move the chair and store it away.",,,Backrest can be adjusted in 5 different positions for the perfect seat.,Easy to move thanks to the headrest's handle.,Made to withstand the harsh elements of the outdoors giving you the most out of the chair,UV resistant protects from fading and weather resistant helps prevent mold or mildew,Limited 30-Day warranty,,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Chaise Lounges,1,1,46.7,11.8,27.6,FULL,Patio Chaise Lounges,30 Day Limited Warranty,,,,,,,,,,,,,,,,,,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-456,WestinTrends Adirondack Outdoor Chaise Lounge for Patio Garden Poolside (Set of 2),WestinTrends,"Lay back and soak up the sun with this weather-resistant reclining chaise lounge chair. Made with HDPE material, which increases its durability and is resistant to UV radiation, water, and the elements of the outdoors. The handle in the headrest makes it simple to move the chair and store it away.",,,Order includes: Two (2) Reclining Chaise Lounge Chairs.,"Chair Dimension: 27.6"" W x 78.2"" D x 38"" H. Chair Weight: 66 LBS. Chair Weight Capacity: 330 LBS","Chair Type: Outdoor Chaise Lounge. Materials: Weather-resistant HDPE Plastic, Rust Resistant Hardware.","Backrest can be adjusted in 5 different positions for the perfect seat. The chaise lounges can be folded flat, and the handle in the headrest makes it simple to move the chairs and store them away.","Simple assembly required and easy maintains. Sturdy construction that is sturdy and long-lasting. Durable HDPE material ensures no peels, crack, chips, or rotting.",,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Lounge Sets,2,2,46.7,11.8,27.6,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,46.7,11.8,46.7,Patio Chaise Lounge,66,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Chaise Lounges,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-461,WestinTrends 3 Pieces Set Poly Adirondack Outdoor Chaise Lounges with Side Table,WestinTrends,"Lay back and soak up the sun with this chaise lounge chair side table set. Made with HDPE material, which increases its durability and is resistant to UV radiation, water, and the elements of the outdoors. The handle in the headrest makes it simple to move the chair and store it away.",,,"Order includes: Two (2) Chaise Lounge, One (1) Side Table.","Chair Dimension: 27.6"" W x 78.2"" D x 38"" H. Chair Weight: 66 LBS. Chair Weight Capacity: 330 LBS","Side Table Dimension: 14"" W x 14"" D x 18.3"" H. Side Table Weight: 9 LBS. Side Table Weight Capacity: 100 LBS.","Materials: Weather-resistant HDPE Plastic, Rust Resistant Hardware. Simple assembly required and easy maintains.","Backrest can be adjusted in 5 different positions for the perfect seat. The chaise lounge can be folded flat, the handle on headrest makes it simple to move the chairs and store them away.",,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Lounge Sets,2,3,46.7,11.8,27.6,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,,46.7,11.8,46.7,Patio Chaise Lounge,66,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Chaise Lounges,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,,,,,,size,color
variant-466,WestinTrends All-Weather Outdoor Patio Poly Adirondack Ottoman Footrest,WestinTrends,"This stunning ottoman is the perfect accessory to Adirondack chair. More than just for comfort, the ottoman also accentuates the look of your Adirondack chair. The ottoman is made with HDPE material that can withstand the outside elements thanks to its weather and UV resistance.",,Solid,Order includes: One (1) Adirondack Ottoman Footrest,"Item Dimension: 20"" W x 18.7"" D x 13.5"" H. Item Weight: 8.8 LBS. Weight Capacity: 220 LBS.","Materials: HDPE Plastic, Rust Resistant Hardware. Simple assembly required and easy maintains.",This ottoman is perfect for Adirondack chairs will make you feel like you're at the beach as you sit back and unwind in the sunshine. Weather-resistant polyethylene adds durability and fade and UV-resistant treatment prevents fading.,The slight arch comforts your feet and leaves you feeling relaxed. The minimalist design will spruce up your patio and the multiple color options add splash of color.,,imported,"Adult Assembly Required, Tools Provided",,Plastic,Adult (18 Years and Up),Foot Stools,1,1,,13.5,,FULL,Patio Ottomans,30 Day Limited Warranty,,,,,,,,,,,,Square,,,Solid,,Unupholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Weather Design,,Blue,,,,,size,color
variant-471,"WestinTrends 42"" Storage Ottoman Bench for Living Room Bedroom",WestinTrends,"Maximize your living space with a multi-use faux leather storage ottoman. Made from a solid rubberwood frame, the durable construction of this storage bench is great for holding extra blankets, pillows, magazines, or other household items. The smooth faux leather add a modern feel to any space.",,Solid,Order includes: One (1) Storage Ottoman,"Item Dimension: 42.25"" W x 16.125"" D x 16.375"" H, Item weight: 28 LBS. Weight Capacity: 260 LBS","Faux leather upholstery add a touch of modern style to your unique décor. Place the bench at dining room, living room, or entryway to complete any existing color scheme.",High density foam cushion provide a comfy seating experience. Solid wood frame and durable wood legs provide strong support. The attached safety hinge prevents the ottoman from closing too quickly.,"Thanks to its versatility, this padded storage ottoman bench can be used in offices, living rooms, bedrooms, or walkways.",,imported,"Adult Assembly Required, Tools Provided",,wood,Adult (18 Years and Up),Storage Benches,,1,,16.375,,FULL,Ottomans and Benches,30 Day Limited Warranty,,,,,,,,,,,,rectangle,,Faux Leather,Solid,,Unupholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-476,WestinTrends Square Velvet Tufted Storage Ottoman for Living Room Bedroom,WestinTrends,"With its velvet upholstery, button-tufted top and nail head trim, this statement-making ottoman is certain to draw attention. The velvet bring a luxurious look to any living spaces. Our storage ottoman is made with sturdy solid wood frame and durable wood legs, designed for long and lasting use.",,Solid,Order includes: One (1) Square Velvet Storage Ottoman.,"Item Dimension: 29.5"" W x 29.5"" D x 18"" H, Item weight: 34.3 LBS. Weight Capacity: 260 LBS","Soft velvet fabric and tufted buttons on top lid to create mid-century style, dense foam padding on the lid provides strong and comfortable support.","A stylish storage solution for pillows and blankets. Whether used as a footrest or for extra seating, this piece is as versatile as it is beautiful.",Decorated with bronze nail heads to add a touch of style to your unique décor. Solid wood frame and durable wood legs provide strong support.,,imported,"Adult Assembly Required, Tools Provided",,wood,Adult (18 Years and Up),Storage Ottomans,,1,,18,,FULL,Ottomans and Benches,30 Day Limited Warranty,,,,,,,,,,,,square,,Polyester,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-481,WestinTrends Round Velvet Tufted Storage Ottoman for Living Room Bedroom,WestinTrends,"With its velvet upholstery button-tufted, this statement-making ottoman is certain to draw attention. The tufted velvet bring a luxurious look to your living room or any living spaces. Our storage ottoman is made with sturdy solid wood frame and durable wood legs, designed for long and lasting use.",,Solid,Order includes: One (1) Round Velvet Storage Ottoman.,"Item Dimension: 29.5"" W x 29.5"" D x 16.5"" H, Item weight: 30 LBS. Weight Capacity: 260 LBS","Soft velvet fabric and tufted buttons on top lid to create mid-century style, dense foam padding on the lid provides strong and comfortable support.","A stylish storage solution for pillows and blankets. Whether used as a footrest or for extra seating, this piece is as versatile as it is beautiful.",Decorated with bronze nail heads to add a touch of style to your unique décor. Solid wood frame and durable wood legs provide strong support.,,imported,"Adult Assembly Required, Tools Provided",,wood,Adult (18 Years and Up),Storage Ottomans,,1,,16.5,,FULL,Ottomans and Benches,30 Day Limited Warranty,,,,,,,,,,,,round,,Velvet,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
